CRN,Course,Time,Days,Location,Seats Still Available,STATUS
8247,ACCT 200,0800-0850,MWF,LUTR 142,24,Open
9248,ACCT 200,1100-1150,MWF,LUTR 242,11,Open
8249,ACCT 201,0900-0950,MWF,LUTR 347,16,Open
8251,ACCT 201,1000-1050,MWF,LUTR 347,23,Open
8253,ACCT 201,1400-1450,MWF,LUTR 123,22,Open
8254,ACCT 201,1630-1745,TR,LUTR 137,19,Open
8255,ACCT 201,1300-1350,MWF,LUTR 123,22,Open
8256,ACCT 201,0800-0850,MWF,LUTR 137,22,Open
9250,ACCT 201,1100-1215,TR,LUTR 142,21,Open
8257,ACCT 202,1500-1615,TR,LUTR 123,18,Open
9255,ACCT 202,1100-1215,TR,LUTR 123,18,Open
8259,ACCT 301,1100-1150,MWF,LUTR 123,18,Open
9256,ACCT 301,1200-1250,MWF,LUTR 142,10,Open
8262,ACCT 405,1300-1350,MWF,FORBES 3012,0,Closed
9296,ACCT 406,,,ARR ,0,Closed
9251,ACCT 451,0930-1045,TR,LUTR 142,0,Closed
8264,ACCT 500,1800-1915,MW,LUTR 142,23,Open
8265,ACCT 502,1500-1615,TR,LUTR 142,6,Open
8266,ACCT 570,1600-1715,MW,LUTR 123,7,Open
8267,ACCT 572,1930-2045,MW,LUTR 142,7,Open
9208,AMST 100,1000-1050,MWF,MCM 312,0,Closed
9209,AMST 100,1100-1150,MWF,MCM 260,0,Closed
8877,AMST 100,1200-1250,MWF,MCM 212,0,Closed
8878,AMST 100,1300-1350,MWF,MCM 212,1,Open
8879,AMST 100,1330-1445,TR,MCM 101,36,Open
8884,AMST 100,1400-1450,MWF,MCM 316,1,Open
8885,AMST 100,1500-1550,MWF,MCM 316,0,Closed
8886,AMST 120,0930-1045,TR,MCM 114,0,Closed
8887,AMST 120,1630-1745,TR,MCM 114,21,Open
9210,AMST 200,1100-1215,TR,MCM 312,15,Open
9211,AMST 200,1500-1615,TR,MCM 114,19,Open
9203,AMST 220,1600-1715,MW,MCM 360,3,Open
9231,AMST 295,1100-1215,TR,FORBES 3014,1,Open
8890,AMST 300,1930-2045,MW,MCM 360,6,Open
8891,AMST 320,1000-1050,MWF,TFAC 205,0,Closed
9282,AMST 490,,,ARR ,0,Closed
8549,ANTH 200,1100-1215,TR,LUTR 170,21,Open
8550,ANTH 200,1330-1445,TR,LUTR 170,29,Open
8551,ANTH 203,1500-1615,TR,FORBES 2070A,12,Open
8552,ANTH 203,1630-1745,TR,FORBES 2070A,10,Open
9290,ANTH 309,1330-1445,TR,FORBES 2070C,5,Open
8553,ANTH 310,1100-1215,TR,FORBES 2088,13,Open
8554,ANTH 331,1500-1550,MWF,LUTR 167,12,Open
9285,ANTH 345,1400-1450,MWF,LUTR 167,14,Open
8929,ARAB 101,1000-1050,MWF,MCM 314,9,Open
8930,ARAB 101,1200-1250,MWF,MCM 362,6,Open
8931,ARAB 201,1300-1350,MWF,MCM 362,16,Open
9235,BCHM 395,1400-1450,MWF,FORBES 3012,22,Open
8199,BCHM 414,0800-0850,MWF,FORBES 2070E,30,Open
8200,BCHM 414L,1300-1650,F,FORBES 3048,16,Open
8201,BCHM 414L,1330-1720,R,FORBES 3048,15,Open
8098,BIOL 107,1800-1915,TR,FORBES 1022,0,Closed
8099,BIOL 109L,1400-1550,M,FORBES 1027,5,Open
8100,BIOL 109L,1600-1750,M,FORBES 1027,14,Open
8101,BIOL 109L,1800-1950,M,FORBES 1027,11,Open
8102,BIOL 109L,2000-2150,M,FORBES 1027,21,Open
8103,BIOL 109L,1800-1950,T,FORBES 1027,0,Closed
8104,BIOL 109L,2000-2150,T,FORBES 1027,15,Open
8105,BIOL 109L,1800-1950,R,FORBES 1027,20,Open
8106,BIOL 109L,2000-2150,R,FORBES 1027,23,Open
8052,BIOL 113,1800-1915,MW,FORBES 2070D,7,Open
8107,BIOL 115,1600-1715,MW,FORBES 1022,27,Open
8053,BIOL 211,1100-1215,TR,FORBES 2070D,11,Open
8054,BIOL 211,1400-1450,MWF,FORBES 2070D,28,Open
8055,BIOL 211,1300-1350,MWF,FORBES 2070E,17,Open
8056,BIOL 211,1330-1445,TR,FORBES 2070D,18,Open
8057,BIOL 211L,1800-2150,M,FORBES 1009,13,Open
8058,BIOL 211L,1800-2150,T,FORBES 1009,13,Open
8059,BIOL 211L,1330-1720,T,FORBES 1009,11,Open
8060,BIOL 211L,1800-2150,W,FORBES 1009,10,Open
8061,BIOL 211L,1800-2150,R,FORBES 1009,14,Open
8062,BIOL 211L,1300-1650,M,FORBES 1009,14,Open
8108,BIOL 212,0800-0915,TR,FORBES 2070D,22,Open
8109,BIOL 212,0930-1045,TR,FORBES 2015,38,Open
8110,BIOL 212,1100-1215,TR,FORBES 2015,37,Open
8111,BIOL 212L,1330-1720,T,FORBES 1027,17,Open
8112,BIOL 212L,0900-1250,W,FORBES 1027,20,Open
8113,BIOL 212L,1330-1720,R,FORBES 1027,24,Open
8114,BIOL 212L,1300-1650,W,FORBES 1002,16,Open
8115,BIOL 212L,1330-1720,R,FORBES 1002,23,Open
8116,BIOL 213,0900-0950,MWF,FORBES 2070E,37,Open
8117,BIOL 213,0900-0950,MWF,FORBES 2070D,47,Open
8118,BIOL 213,1100-1150,MWF,FORBES 1033,9,Open
8119,BIOL 213,1100-1150,MWF,FORBES 1039,21,Open
8120,BIOL 213L,1300-1650,M,FORBES 1033,10,Open
8121,BIOL 213L,1300-1650,M,FORBES 1039,24,Open
8122,BIOL 213L,1300-1650,W,FORBES 1033,20,Open
8123,BIOL 213L,1300-1650,W,FORBES 1039,23,Open
8124,BIOL 213L,0800-1150,R,FORBES 1033,14,Open
8125,BIOL 213L,0800-1150,R,FORBES 1039,23,Open
8063,BIOL 284,0930-1045,TR,FORBES 3012,1,Open
8064,BIOL 284L,1330-1720,R,FORBES 2056,0,Closed
8065,BIOL 300,0800-0915,TR,FORBES 2090,0,Closed
8066,BIOL 301,1000-1050,MWF,FORBES 2015,24,Open
8067,BIOL 301,1100-1150,MWF,FORBES 2070C,10,Open
8068,BIOL 301L,1300-1650,M,FORBES 1015,17,Open
8069,BIOL 301L,1330-1720,T,FORBES 1015,14,Open
8070,BIOL 301L,1800-2150,T,FORBES 1015,11,Open
8126,BIOL 306,1000-1050,MWF,FORBES 2051,0,Closed
8127,BIOL 306L,1300-1650,W,FORBES 2051,4,Open
8071,BIOL 307,0930-1045,TR,FORBES 2070E,7,Open
8072,BIOL 307,0800-0915,TR,FORBES 2070E,32,Open
8073,BIOL 307L,1300-1650,W,FORBES 1015,11,Open
8074,BIOL 307L,1330-1720,R,FORBES 1015,7,Open
8075,BIOL 307L,1300-1650,F,FORBES 1015,0,Closed
8128,BIOL 310,1200-1250,MWF,FORBES 1033,10,Open
8129,BIOL 310L,1300-1650,F,FORBES 1033,10,Open
8076,BIOL 313,1500-1615,TR,FORBES 2070D,23,Open
8077,BIOL 314,0930-1045,TR,FORBES 2070D,16,Open
8078,BIOL 314,1100-1215,TR,FORBES 2070E,0,Closed
8079,BIOL 314L,1800-2150,W,FORBES 2056,1,Open
8080,BIOL 314L,1300-1650,W,FORBES 2056,6,Open
8081,BIOL 314L,1300-1650,M,FORBES 2056,0,Closed
8082,BIOL 314L,1330-1720,T,FORBES 2056,13,Open
8083,BIOL 391,1300-1350,M,FORBES 3048,0,Closed
8134,BIOL 391,1000-1050,W,FORBES 2043,3,Open
8084,BIOL 391,1400-1450,M,FORBES 3048,0,Closed
8085,BIOL 391,1500-1550,M,FORBES 3048,0,Closed
8086,BIOL 391,1100-1150,F,FORBES 1009,4,Open
8087,BIOL 391,1000-1050,W,FORBES 1009,2,Open
8088,BIOL 391,1100-1150,W,FORBES 1009,1,Open
8131,BIOL 391,0900-0950,F,LUTR 131,4,Open
8132,BIOL 391,0900-0950,W,FORBES 2051,5,Open
8133,BIOL 391,1000-1050,M,FORBES 2043,4,Open
8089,BIOL 405,0900-0950,MWF,FORBES 3014,18,Open
8135,BIOL 407,1100-1215,TR,FORBES 2051,10,Open
8136,BIOL 407L,1330-1720,R,FORBES 2051,10,Open
8090,BIOL 411,1500-1615,TR,FORBES 2070C,7,Open
9239,BIOL 418,0900-0950,MWF,FORBES 2043,0,Closed
8091,BIOL 419,1100-1215,TR,FORBES 2090,9,Open
8092,BIOL 419L,1300-1650,W,FORBES 1055,9,Open
8093,BIOL 423L,,,ARR ,0,Closed
8137,BIOL 445,1100-1150,MWF,FORBES 2043,0,Closed
8138,BIOL 445L,1300-1650,M,FORBES 2043,0,Closed
8139,BIOL 457,0800-0915,TR,FORBES 2043,12,Open
8140,BIOL 457L,1330-1750,R,FORBES 2043,12,Open
8141,BIOL 465,0930-1045,TR,FORBES 2043,4,Open
8142,BIOL 465L,1330-1720,T,FORBES 2043,4,Open
8094,BIOL 491,1700-1750,W,FORBES 1009,0,Closed
8095,BIOL 491,1200-1250,M,FORBES 1002,0,Closed
8096,BIOL 491,1200-1250,F,FORBES 1002,0,Closed
8097,BIOL 491,1200-1250,W,FORBES 1009,0,Closed
8143,BIOL 491,0800-0850,T,FORBES 2051,0,Closed
8144,BIOL 491,0800-0850,W,FORBES 2051,1,Open
8145,BIOL 491,0800-0850,R,FORBES 2051,1,Open
8282,BTMG 020,,,ARR ,6,Open
8283,BTMG 030,,,ARR ,14,Open
8284,BTMG 040,,,ARR ,9,Open
9236,BUSN 195,1300-1350,MWF,LUTR 109,6,Open
8285,BUSN 231,1000-1050,MWF,LUTR 105,0,Closed
8286,BUSN 231,1500-1615,TR,LUTR 105,16,Open
8287,BUSN 231,0900-0950,MWF,LUTR 105,18,Open
8288,BUSN 231,1630-1745,TR,LUTR 105,13,Open
8289,BUSN 231,1100-1150,MWF,LUTR 105,13,Open
8290,BUSN 231,0800-0850,MWF,LUTR 105,18,Open
9273,BUSN 231,0930-1045,TR,LUTR 109,17,Open
8291,BUSN 251,0930-1045,TR,LUTR 137,18,Open
8293,BUSN 251,1100-1215,TR,LUTR 137,16,Open
8295,BUSN 251,1500-1615,TR,LUTR 137,17,Open
9252,BUSN 251,1630-1745,TR,TRIB 208,13,Open
9272,BUSN 251,1800-2100,M,TRIB 208,20,Open
8364,BUSN 276L,1800-2000,M,FORBES 2090,16,Open
8365,BUSN 276L,1800-2000,R,LUTR 105,0,Closed
8367,BUSN 276L,1800-2000,W,FORBES 2090,17,Open
8368,BUSN 276L,2000-2200,R,LUTR 105,4,Open
8297,BUSN 300,0900-0950,MWF,LUTR 137,17,Open
8298,BUSN 300,1000-1050,MWF,FERG 221,18,Open
8299,BUSN 300,1100-1150,MWF,LUTR 142,0,Closed
8300,BUSN 300,1200-1250,MWF,LUTR 121,7,Open
8301,BUSN 300,1400-1450,MWF,LUTR 142,8,Open
8335,BUSN 302,0930-1045,TR,FERG 208,0,Closed
8336,BUSN 303,1000-1050,MWF,LUTR 142,10,Open
8337,BUSN 303,1300-1350,MWF,LUTR 264,10,Open
8338,BUSN 303,1400-1450,MWF,LUTR 264,17,Open
8339,BUSN 304,1100-1215,TR,LUTR 105,8,Open
8340,BUSN 304,0930-1045,TR,LUTR 105,6,Open
8341,BUSN 304,1200-1250,MWF,LUTR 105,22,Open
8342,BUSN 304,1400-1450,MWF,LUTR 105,21,Open
8344,BUSN 305,1800-1915,TR,LUTR 123,0,Closed
8345,BUSN 305,1930-2045,TR,LUTR 123,6,Open
8346,BUSN 311,1000-1050,MWF,LUTR 137,15,Open
8347,BUSN 311,1100-1150,MWF,MCM 164,11,Open
8348,BUSN 311,1100-1215,TR,LUTR 264,0,Closed
8349,BUSN 311,1000-1050,MWF,FORBES 2070D,13,Open
8351,BUSN 317,1200-1250,MWF,LUTR 137,19,Open
8352,BUSN 317,1300-1350,MWF,LUTR 142,17,Open
8353,BUSN 323,1000-1050,MWF,LUTR 123,7,Open
8354,BUSN 323,1200-1250,MWF,LUTR 123,8,Open
8355,BUSN 323,1600-1715,MW,LUTR 105,18,Open
8356,BUSN 323,1800-1915,MW,LUTR 105,23,Open
8358,BUSN 370,1630-1745,TR,FORBES 3012,0,Closed
8359,BUSN 418,0800-0850,MWF,LUTR 170,11,Open
8360,BUSN 418,0900-0950,MWF,LUTR 170,0,Closed
8361,BUSN 418,1200-1250,MWF,FORBES 2070A,0,Closed
8362,BUSN 418,1300-1350,MWF,FORBES 2070A,6,Open
8363,BUSN 448,1800-1915,TR,LUTR 170,0,Closed
9249,BUSN 491,1000-1050,MWF,LUTR 131,13,Open
8146,CHEM 103,1400-1450,MWF,FORBES 1022,23,Open
8147,CHEM 103L,0800-1050,M,FORBES 3009,6,Open
8148,CHEM 103L,0800-1050,W,FORBES 3009,5,Open
8149,CHEM 103L,0800-1050,F,FORBES 3009,13,Open
9206,CHEM 110,1300-1350,MWF,FORBES 3014,20,Open
8150,CHEM 121,1000-1050,MWF,FORBES 1022,31,Open
8151,CHEM 121,1300-1350,MWF,FORBES 1022,36,Open
8152,CHEM 121,0900-0950,MWF,FORBES 1022,38,Open
8153,CHEM 121,0930-1045,TR,LUTR 121,39,Open
8163,CHEM 121L,1800-2150,M,FORBES 3009,21,Open
8164,CHEM 121L,1800-2150,T,FORBES 3009,16,Open
8165,CHEM 121L,1300-1650,M,FORBES 3009,24,Open
8166,CHEM 121L,1800-2150,R,FORBES 3009,22,Open
8167,CHEM 121L,1800-2150,W,FORBES 3002,24,Open
8168,CHEM 121L,1800-2150,W,FORBES 3009,0,Closed
8154,CHEM 121L,1300-1650,M,FORBES 3002,0,Closed
8155,CHEM 121L,1330-1720,T,FORBES 3002,0,Closed
8156,CHEM 121L,1330-1720,T,FORBES 3009,21,Open
8157,CHEM 121L,1300-1650,W,FORBES 3002,20,Open
8159,CHEM 121L,1330-1720,R,FORBES 3002,0,Closed
8160,CHEM 121L,1330-1720,R,FORBES 3009,24,Open
8162,CHEM 121L,1800-2150,M,FORBES 3002,0,Closed
8169,CHEM 122,1100-1150,MWF,FORBES 2070D,41,Open
9264,CHEM 122L,1300-1650,W,FORBES 3009,19,Open
8170,CHEM 221,0800-0850,MWF,FORBES 1022,66,Open
8171,CHEM 221,1200-1250,MWF,FORBES 3012,0,Closed
8172,CHEM 221,1200-1250,MWF,FORBES 1022,74,Open
8173,CHEM 221L,0830-1220,T,FORBES 3052,13,Open
8174,CHEM 221L,1800-2150,T,FORBES 3052,19,Open
8175,CHEM 221L,1800-2150,R,FORBES 3052,12,Open
8176,CHEM 221L,1300-1650,M,FORBES 3052,17,Open
8177,CHEM 221L,1800-2150,M,FORBES 3052,22,Open
8178,CHEM 221L,1300-1650,W,FORBES 3052,23,Open
8179,CHEM 221L,1330-1720,T,FORBES 3052,20,Open
8180,CHEM 221L,1330-1720,R,FORBES 3052,9,Open
8181,CHEM 221L,1800-2150,W,FORBES 3052,20,Open
8182,CHEM 341,1100-1150,MWF,FORBES 2070E,12,Open
8183,CHEM 391,1000-1050,MWF,FORBES 1033,7,Open
8184,CHEM 391,1200-1250,MWF,FORBES 2012,13,Open
8185,CHEM 401,1100-1215,TR,FORBES 3048,21,Open
8186,CHEM 401L,1330-1720,T,FORBES 3048,20,Open
8189,CHEM 443,1000-1050,MWF,FORBES 2070E,38,Open
8187,CHEM 445,0900-0950,MWF,FORBES 3040,11,Open
8188,CHEM 445L,1300-1650,W,FORBES 3040,12,Open
8192,CHEM 543,1000-1050,MWF,FORBES 2070E,3,Open
8190,CHEM 545,0900-0950,MWF,FORBES 3040,5,Open
8191,CHEM 545L,1300-1650,W,FORBES 3040,5,Open
8932,CHIN 101,1000-1050,MWF,MCM 360,12,Open
8933,CHIN 101,1100-1150,MWF,MCM 362,11,Open
8934,CHIN 201,1300-1350,MWF,MCM 366,17,Open
9297,CHIN 302,0900-0950,MWF,MCM 200B,0,Closed
9299,CHLF 201,1800-2045,T,FORBES 2015,24,Open
8935,CLST 201,1000-1050,MWF,MCM 164,0,Closed
8936,CLST 212,0900-0950,MWF,MCM 114,0,Closed
8937,CLST 320,1100-1150,MWF,MCM 216,11,Open
8938,CLST 322,0900-0950,MWF,MCM 164,9,Open
8939,CLST 420,1100-1150,MWF,MCM 216,0,Closed
8940,CLST 422,0900-0950,MWF,MCM 164,0,Closed
8002,COLL 140,1300-1350,MW,FORBES 2074,0,Closed
8003,COLL 140,1330-1420,TR,FERG 220,0,Closed
8004,COLL 140,1730-1820,MW,MCM 360,0,Closed
8005,COLL 150,1200-1250,MW,MCM 262,29,Open
8006,COLL 150,1100-1150,MW,FORBES 2074,29,Open
8001,COLL 277,,,ARR ,10,Open
8009,COMM 201,1630-1745,TR,LUTR 139,13,Open
8010,COMM 201,1800-1915,TR,LUTR 139,0,Closed
8011,COMM 201,1800-1915,TR,FORBES 2012,4,Open
8012,COMM 201,1930-2045,TR,FORBES 2012,14,Open
9268,COMM 201,1300-1350,MWF,FORBES 2088,8,Open
9269,COMM 201,1200-1250,MWF,FORBES 2088,7,Open
8013,COMM 211,1100-1215,TR,MCM 101,84,Open
8014,COMM 222,1100-1150,MWF,LUTR 121,86,Open
8016,COMM 239,1930-2045,TR,FORBES 2014,1,Open
8019,COMM 239,1930-2115,M,LUTR 242,16,Open
9274,COMM 239,1800-1915,MW,FORBES 2012,15,Open
9275,COMM 239,1930-2045,MW,FORBES 2012,0,Closed
8020,COMM 249,0900-0950,MWF,LUTR 139,21,Open
8021,COMM 249,1500-1615,TR,FORBES 3012,20,Open
8022,COMM 249,0930-1045,TR,FERG 220,17,Open
9179,COMM 249,1200-1250,MWF,LUTR 264,0,Closed
8023,COMM 291,,,ARR ,0,Closed
8024,COMM 301,0930-1045,TR,MCM 162,0,Closed
8025,COMM 304,1100-1150,MWF,LUTR 139,5,Open
8026,COMM 305,1330-1445,TR,FORBES 3012,9,Open
8028,COMM 320,1330-1445,TR,LUTR 139,8,Open
8030,COMM 321,1100-1215,TR,LUTR 139,0,Closed
9305,COMM 321,1500-1615,TR,LUTR 139,5,Open
8031,COMM 322,1300-1350,MWF,MCM 162,0,Closed
8032,COMM 323,1000-1050,MWF,LUTR 139,6,Open
8033,COMM 325,1100-1215,TR,FERG 220,0,Closed
8034,COMM 326,1200-1250,MWF,LUTR 139,0,Closed
8035,COMM 326,1300-1350,MWF,LUTR 139,14,Open
8036,COMM 340,1000-1050,MWF,FORBES 2070C,15,Open
8037,COMM 340,1100-1150,MWF,TRIB 208,7,Open
8038,COMM 341,1300-1350,MWF,FORBES 2012,5,Open
8039,COMM 341,1400-1450,MWF,FORBES 2012,15,Open
9180,COMM 357,1500-1550,MWF,LUTR 139,17,Open
9181,COMM 357,1400-1450,MWF,LUTR 139,9,Open
9276,COMM 357,1930-2215,M,LUTR 264,0,Closed
8040,COMM 360,0930-1045,TR,LUTR 139,14,Open
8041,COMM 367,1800-1915,MW,LUTR 139,3,Open
8042,COMM 367,1930-2045,MW,LUTR 139,17,Open
8043,COMM 402,1330-1445,TR,TFAC 205,0,Closed
8044,COMM 402,1500-1615,TR,TFAC 205,12,Open
8045,COMM 403,1330-1445,TR,MCM 160,14,Open
8046,COMM 404,0900-0950,MWF,LUTR 109,1,Open
8047,COMM 405,0900-0950,MWF,LUTR 264,0,Closed
8048,COMM 414,1400-1450,MWF,FORBES 2014,13,Open
8049,COMM 414,1500-1550,MWF,FORBES 2014,19,Open
8050,COMM 452,0930-1045,TR,TFAC 204,7,Open
8051,COMM 491,,,ARR ,0,Closed
8677,CPEN 214,1630-1745,TR,LUTR 347,20,Open
8678,CPEN 214,0930-1045,TR,LUTR 347,23,Open
8679,CPEN 371,1300-1350,MW,LUTR 322,4,Open
8680,CPEN 371,1400-1450,MW,LUTR 322,8,Open
8681,CPEN 371,1600-1650,MW,LUTR 322,18,Open
8682,CPEN 371,1500-1550,MW,LUTR 322,14,Open
8683,CPEN 431,1100-1215,TR,LUTR 204,15,Open
8684,CPEN 497,1300-1350,MWF,LUTR 347,32,Open
8685,CPSC 110,1800-1915,MW,LUTR 258,18,Open
8687,CPSC 110,1930-2045,MW,LUTR 258,24,Open
8688,CPSC 110,2100-2215,MW,LUTR 258,23,Open
8689,CPSC 110,1500-1550,MWF,LUTR 258,6,Open
9174,CPSC 110,1300-1350,MWF,LUTR 258,21,Open
8690,CPSC 110,1400-1450,MWF,LUTR 258,23,Open
8691,CPSC 140,1000-1050,MWF,LUTR 323,13,Open
8693,CPSC 150,1000-1050,MWF,LUTR 236,2,Open
8694,CPSC 150,0800-0850,MWF,LUTR 236,4,Open
8695,CPSC 150,1300-1350,MWF,LUTR 236,4,Open
8696,CPSC 150,1500-1550,MWF,LUTR 236,0,Closed
8697,CPSC 150,1400-1450,MWF,LUTR 236,4,Open
8698,CPSC 150,0900-0950,MWF,LUTR 236,4,Open
8699,CPSC 150L,1800-1945,W,LUTR 236,3,Open
8700,CPSC 150L,1800-1945,T,LUTR 323,0,Closed
8701,CPSC 150L,1800-1945,M,LUTR 236,0,Closed
8702,CPSC 150L,2000-2145,W,LUTR 236,4,Open
8703,CPSC 150L,2000-2145,T,LUTR 236,4,Open
8704,CPSC 150L,1800-1945,R,LUTR 323,4,Open
8705,CPSC 150L,2000-2145,R,LUTR 236,4,Open
8706,CPSC 215,1600-1715,MW,LUTR 109,20,Open
8707,CPSC 215,1400-1450,MWF,LUTR 109,21,Open
8708,CPSC 215,1800-1915,MW,LUTR 109,22,Open
8709,CPSC 215,1930-2045,MW,LUTR 109,27,Open
8710,CPSC 215,1000-1050,MWF,LUTR 109,23,Open
8711,CPSC 216,1100-1150,MWF,LUTR 109,17,Open
8712,CPSC 250,0930-1045,TR,LUTR 236,18,Open
8713,CPSC 250,1500-1615,TR,LUTR 236,19,Open
8714,CPSC 250,1630-1745,TR,LUTR 236,18,Open
8715,CPSC 250L,1300-1445,F,LUTR 323,20,Open
8716,CPSC 250L,1600-1745,W,LUTR 323,20,Open
8717,CPSC 250L,1400-1545,W,LUTR 323,16,Open
8718,CPSC 255,1500-1615,TR,LUTR 258,17,Open
8719,CPSC 255,1600-1715,MW,LUTR 236,23,Open
8720,CPSC 255,1100-1215,TR,LUTR 236,21,Open
8721,CPSC 256,1100-1150,MWF,LUTR 236,7,Open
8722,CPSC 270,1330-1445,TR,LUTR 236,7,Open
8723,CPSC 270,0800-0915,TR,LUTR 236,21,Open
8724,CPSC 280,1100-1150,MWF,LUTR 258,2,Open
8725,CPSC 327,1630-1745,TR,LUTR 258,2,Open
8726,CPSC 327,1330-1445,TR,LUTR 258,4,Open
8727,CPSC 335,1100-1215,TR,LUTR 323,0,Closed
8728,CPSC 336,1330-1445,TR,LUTR 323,2,Open
8729,CPSC 336,1630-1745,TR,LUTR 323,17,Open
8730,CPSC 350,1500-1615,TR,LUTR 322,17,Open
8731,CPSC 350,1100-1215,TR,LUTR 258,14,Open
8732,CPSC 360,1000-1050,MWF,LUTR 258,0,Closed
8733,CPSC 410,0930-1045,TR,LUTR 258,3,Open
8734,CPSC 420,0800-0915,TR,LUTR 258,2,Open
8735,CPSC 430,1800-1915,TR,LUTR 258,27,Open
8736,CPSC 440,0800-0850,MWF,LUTR 258,21,Open
8737,CPSC 440,0900-0950,MWF,LUTR 258,8,Open
8738,CPSC 441,1500-1615,TR,LUTR 323,20,Open
8739,CPSC 445,1800-1915,MW,LUTR 323,8,Open
8740,CPSC 471,1800-1915,MW,LUTR 322,0,Closed
8741,CPSC 475,1930-2045,MW,LUTR 323,0,Closed
8742,CPSC 480,1600-1715,MW,LUTR 258,0,Closed
8743,CPSC 498,1330-1445,TR,LUTR 322,25,Open
8744,CPSC 501,1600-1715,MW,LUTR 258,0,Closed
8745,CPSC 510,1800-1915,MW,LUTR 322,3,Open
8746,CPSC 575,1930-2045,MW,LUTR 323,4,Open
8594,CRIM 208,0930-1045,TR,TFAC 102,40,Open
9303,CRIM 319,0930-1045,TR,MCM 310,6,Open
9286,CRIM 335,1600-1715,MW,LUTR 347,0,Closed
8596,CRIM 357,1800-2045,T,LUTR 269,0,Closed
8597,CRIM 374,1100-1150,MWF,LUTR 167,0,Closed
8598,CRIM 374,1200-1250,MWF,LUTR 167,0,Closed
8599,CRIM 390,1100-1215,TR,LUTR 109,9,Open
9244,CRIM 395,1800-2045,R,LUTR 376,0,Closed
